PARAM01,PARAM02,PARAM03,PARAM04,PARAM05,PARAM06,PARAM07,LABEL
'NEGEDGE','-2V','PIN03','TEST01.SOF','8017','/TESTPATH/PR14','9757',2
'POSEDGE','-9V','PIN04','TEST01.SOF','4255','/TESTPATH/PR02','4714',2
'NEGEDGE','-9V','PIN03','TEST20.SOF','4640','/TESTPATH/PR02','6688',1
'NEGEDGE','-2V','PIN03','TEST15.SOF','8220','???','4248',1
'POSEDGE','-5V','PIN01','TEST08.SOF','8775','/TESTPATH/PR02','4163',1
'POSEDGE','-5V','PIN02','TEST15.SOF','7471','/TESTPATH/PR01','6259',2
'NEGEDGE','-3V','PIN01','TEST01.SOF',2349','/TESTPATH/PR14',2285',1
'NEGEDGE','-9V','PIN03','TEST20.SOF','6611','???',1275',1
'POSEDGE','-9V','PIN02','TEST15.SOF','4963','/TESTPATH/PR01','3663',2
'POSEDGE','-9V','PIN01','TEST01.SOF','5106','/TESTPATH/PR01',2672',2
'NEGEDGE','-5V','PIN01','TEST01.SOF','6968','???','5296',2
'POSEDGE','-3V','PIN04','TEST15.SOF','6139','/TESTPATH/PR02',2740',2
'NEGEDGE','-5V','PIN01','TEST08.SOF','5757','/TESTPATH/PR01',1088',2
'POSEDGE','-5V','PIN04','TEST15.SOF','4199','/TESTPATH/PR01','4594',1
'NEGEDGE','-3V','PIN04','TEST20.SOF',2967','/TESTPATH/PR02','3163',1
'POSEDGE','-5V','PIN02','TEST15.SOF','4914','???','7551',2
'POSEDGE','-2V','PIN02','TEST08.SOF','3775','/TESTPATH/PR01','7055',1
'POSEDGE','-3V','PIN04','TEST15.SOF','8087','???','5124',1
'NEGEDGE','-5V','PIN02','TEST01.SOF','8210','/TESTPATH/PR14','7247',2
'POSEDGE','-3V','PIN04','TEST01.SOF',2223','???','9244',2
'POSEDGE','-2V','PIN01','TEST01.SOF','3082','/TESTPATH/PR14','7421',1
'POSEDGE','-2V','PIN02','TEST15.SOF','7251','???','5308',1
'POSEDGE','-3V','PIN03','TEST15.SOF','7599','/TESTPATH/PR01','9642',1
'POSEDGE','-9V','PIN01','TEST08.SOF','3201','/TESTPATH/PR02','6051',1
'POSEDGE','-9V','PIN01','TEST01.SOF','6816','???','5409',2
'NEGEDGE','-3V','PIN04','TEST15.SOF',1845','???',1462',2
'NEGEDGE','-9V','PIN04','TEST01.SOF','6273','/TESTPATH/PR01','7076',1
'NEGEDGE','-9V','PIN01','TEST01.SOF','7237','/TESTPATH/PR01','8826',1
'NEGEDGE','-3V','PIN04','TEST20.SOF','7083','???',2234',2
'POSEDGE','-2V','PIN03','TEST15.SOF','4223','/TESTPATH/PR02','7633',2
'POSEDGE','-2V','PIN04','TEST20.SOF','3237','/TESTPATH/PR02','5838',1
'NEGEDGE','-9V','PIN04','TEST20.SOF','7618','/TESTPATH/PR02','6276',1
'NEGEDGE','-2V','PIN02','TEST20.SOF','6859','/TESTPATH/PR14',2505',1
'NEGEDGE','-2V','PIN02','TEST15.SOF','8684','???','9540',1
'NEGEDGE','-5V','PIN03','TEST08.SOF',2203','???','7104',1
'POSEDGE','-9V','PIN01','TEST15.SOF','9608','/TESTPATH/PR14','3469',1
'NEGEDGE','-5V','PIN03','TEST01.SOF','5934','???','7596',2
'POSEDGE','-2V','PIN01','TEST01.SOF','6372','/TESTPATH/PR01','5339',2
'POSEDGE','-5V','PIN04','TEST08.SOF',1580','/TESTPATH/PR02','5664',2
'NEGEDGE','-5V','PIN04','TEST01.SOF','5862','/TESTPATH/PR14','6854',1
'POSEDGE','-3V','PIN04','TEST20.SOF','4992','/TESTPATH/PR01','5695',2
'NEGEDGE','-9V','PIN01','TEST08.SOF','7126','/TESTPATH/PR01','4515',2
'POSEDGE','-3V','PIN01','TEST20.SOF','6233','???','3701',1
'NEGEDGE','-2V','PIN03','TEST08.SOF','7526','???',1766',2
'NEGEDGE','-9V','PIN03','TEST20.SOF',2183','/TESTPATH/PR14','9966',2
'NEGEDGE','-5V','PIN02','TEST01.SOF',1037','/TESTPATH/PR02','7761',2
'NEGEDGE','-5V','PIN04','TEST15.SOF','7481','???','8096',2
'NEGEDGE','-5V','PIN01','TEST15.SOF','4506','???','3347',2
'NEGEDGE','-3V','PIN03','TEST08.SOF','3813','/TESTPATH/PR14',1485',2
'NEGEDGE','-2V','PIN03','TEST15.SOF','9532','/TESTPATH/PR02',1773',2
'POSEDGE','-3V','PIN03','TEST01.SOF','3988','/TESTPATH/PR01','3406',1
'NEGEDGE','-3V','PIN04','TEST01.SOF','4220','/TESTPATH/PR01','9816',2
'NEGEDGE','-3V','PIN03','TEST01.SOF','6858','???','4180',1
'POSEDGE','-5V','PIN01','TEST15.SOF','3764','/TESTPATH/PR14','7546',2
'NEGEDGE','-5V','PIN02','TEST08.SOF','9070','/TESTPATH/PR01',2623',1
'POSEDGE','-5V','PIN02','TEST01.SOF','5032','/TESTPATH/PR02','3852',2
'POSEDGE','-5V','PIN04','TEST20.SOF',2194','/TESTPATH/PR14',1758',1
'POSEDGE','-9V','PIN03','TEST01.SOF','9398','/TESTPATH/PR01','8142',2
'POSEDGE','-3V','PIN01','TEST15.SOF','9812','/TESTPATH/PR02','5572',1
'POSEDGE','-2V','PIN04','TEST20.SOF','6492','/TESTPATH/PR02',1696',1
'POSEDGE','-9V','PIN04','TEST15.SOF','4383','???','8120',2
'POSEDGE','-2V','PIN01','TEST15.SOF','7292','???','8896',2
'POSEDGE','-9V','PIN02','TEST20.SOF','4966','/TESTPATH/PR02','3129',1
'POSEDGE','-5V','PIN04','TEST15.SOF','8443','???',1644',1
'POSEDGE','-2V','PIN01','TEST01.SOF',1250','/TESTPATH/PR01','4681',2
'POSEDGE','-9V','PIN01','TEST15.SOF','5532','/TESTPATH/PR01',1547',2
'POSEDGE','-5V','PIN01','TEST08.SOF','6882','/TESTPATH/PR14',2988',2
'POSEDGE','-3V','PIN02','TEST15.SOF','8510','???',1783',1
'POSEDGE','-2V','PIN01','TEST08.SOF','8241','???','4466',2
'POSEDGE','-3V','PIN03','TEST01.SOF','9715','/TESTPATH/PR01','5743',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','5596','???','9268',1
'POSEDGE','-3V','PIN01','TEST20.SOF','3551','/TESTPATH/PR02','5043',1
'NEGEDGE','-2V','PIN01','TEST01.SOF','6803','/TESTPATH/PR01','6994',1
'POSEDGE','-2V','PIN01','TEST08.SOF','5606','/TESTPATH/PR02','4708',2
'POSEDGE','-2V','PIN04','TEST08.SOF','6069','/TESTPATH/PR01','5329',2
'NEGEDGE','-5V','PIN04','TEST08.SOF',1459','/TESTPATH/PR02','4601',2
'POSEDGE','-9V','PIN02','TEST15.SOF','7371','/TESTPATH/PR02','8197',1
'NEGEDGE','-3V','PIN03','TEST08.SOF','3479','/TESTPATH/PR02',1546',1
'POSEDGE','-9V','PIN03','TEST01.SOF','7520','/TESTPATH/PR01','8557',1
'NEGEDGE','-2V','PIN01','TEST01.SOF','5727','/TESTPATH/PR02',1069',2
'NEGEDGE','-5V','PIN01','TEST01.SOF','5492','???','4364',1
'NEGEDGE','-5V','PIN02','TEST20.SOF','8467','/TESTPATH/PR02','7485',2
'POSEDGE','-2V','PIN04','TEST01.SOF',1862','/TESTPATH/PR14','6771',2
'POSEDGE','-5V','PIN03','TEST01.SOF','5453','/TESTPATH/PR02','8721',2
'POSEDGE','-3V','PIN01','TEST15.SOF','6098','/TESTPATH/PR14','7810',2
'POSEDGE','-2V','PIN03','TEST15.SOF',2175','/TESTPATH/PR01',2086',2
'NEGEDGE','-5V','PIN03','TEST08.SOF','9758','/TESTPATH/PR01','3416',2
'POSEDGE','-9V','PIN03','TEST20.SOF','6941','???','4843',2
'POSEDGE','-3V','PIN02','TEST08.SOF','8381','/TESTPATH/PR01',1406',2
'POSEDGE','-2V','PIN04','TEST08.SOF','8276','/TESTPATH/PR01',2700',1
'NEGEDGE','-3V','PIN02','TEST08.SOF',1472','/TESTPATH/PR02',1052',2
'POSEDGE','-2V','PIN03','TEST15.SOF',1945','???','9124',2
'NEGEDGE','-2V','PIN01','TEST08.SOF','5526','/TESTPATH/PR02',1543',1
'NEGEDGE','-5V','PIN01','TEST15.SOF','4781','???','5365',1
'NEGEDGE','-3V','PIN03','TEST01.SOF','4429','???','8606',2
'POSEDGE','-5V','PIN02','TEST08.SOF',2375','/TESTPATH/PR01','9511',2
'POSEDGE','-3V','PIN01','TEST08.SOF','3373','???','6169',1
'POSEDGE','-3V','PIN01','TEST08.SOF','3344','???','4954',1
'NEGEDGE','-3V','PIN02','TEST08.SOF','7643','???',1317',1
'NEGEDGE','-2V','PIN02','TEST01.SOF','9328','???',1600',2
'POSEDGE','-3V','PIN02','TEST01.SOF','4120','???','8715',1
'NEGEDGE','-2V','PIN04','TEST20.SOF','6796','/TESTPATH/PR01','8296',1
'POSEDGE','-5V','PIN04','TEST20.SOF','4558','/TESTPATH/PR02','7783',2
'NEGEDGE','-9V','PIN02','TEST20.SOF',2629','???','3186',1
'NEGEDGE','-9V','PIN01','TEST08.SOF','6551','/TESTPATH/PR01','7439',2
'POSEDGE','-9V','PIN04','TEST15.SOF','8332','/TESTPATH/PR14','4598',2
'NEGEDGE','-9V','PIN04','TEST08.SOF',1969','/TESTPATH/PR14',2005',1
'POSEDGE','-5V','PIN02','TEST20.SOF','9694','/TESTPATH/PR14','8793',2
'POSEDGE','-2V','PIN02','TEST08.SOF','3951','???','4573',2
'NEGEDGE','-5V','PIN02','TEST15.SOF',1869','???','3000',2
'POSEDGE','-9V','PIN03','TEST20.SOF','4763','/TESTPATH/PR01','5867',1
'POSEDGE','-9V','PIN03','TEST20.SOF','9428','/TESTPATH/PR02','3855',2
'POSEDGE','-3V','PIN04','TEST01.SOF','4702','/TESTPATH/PR01','6098',2
'NEGEDGE','-2V','PIN02','TEST01.SOF',2747','???','3457',2
'NEGEDGE','-5V','PIN03','TEST08.SOF',1591','???','5722',1
'POSEDGE','-2V','PIN01','TEST15.SOF',2861','/TESTPATH/PR14','8692',2
'NEGEDGE','-9V','PIN04','TEST01.SOF','3901','/TESTPATH/PR14','7040',2
'POSEDGE','-5V','PIN04','TEST15.SOF','9634','/TESTPATH/PR02','5980',1
'POSEDGE','-5V','PIN03','TEST01.SOF','7364','/TESTPATH/PR01','7716',2
'NEGEDGE','-5V','PIN02','TEST08.SOF','7931','/TESTPATH/PR14','4221',2
'NEGEDGE','-5V','PIN03','TEST08.SOF','9235','/TESTPATH/PR14',2099',1
'POSEDGE','-5V','PIN04','TEST15.SOF','9483','???','9043',2
'POSEDGE','-2V','PIN01','TEST08.SOF','9991','???','8713',1
'POSEDGE','-9V','PIN01','TEST08.SOF','9116','/TESTPATH/PR14','5267',1
'NEGEDGE','-3V','PIN02','TEST08.SOF','9575','/TESTPATH/PR02','5810',2
'NEGEDGE','-5V','PIN04','TEST08.SOF','5583','???','4754',1
'NEGEDGE','-2V','PIN01','TEST01.SOF',2130','/TESTPATH/PR01','9391',1
'POSEDGE','-9V','PIN02','TEST01.SOF','4069','/TESTPATH/PR01','7879',2
'POSEDGE','-5V','PIN02','TEST15.SOF',1279','/TESTPATH/PR02','3122',2
'POSEDGE','-5V','PIN01','TEST01.SOF',1119','/TESTPATH/PR14','7734',1
'POSEDGE','-9V','PIN03','TEST20.SOF','3725','/TESTPATH/PR02','3222',2
'POSEDGE','-5V','PIN02','TEST20.SOF',1989','???','5433',1
'POSEDGE','-5V','PIN02','TEST20.SOF','7364','/TESTPATH/PR01','5118',1
'NEGEDGE','-3V','PIN03','TEST08.SOF','7014','???','3137',2
'POSEDGE','-5V','PIN04','TEST01.SOF','4228','???','3911',1
'POSEDGE','-5V','PIN03','TEST08.SOF','9695','???','5488',1
'NEGEDGE','-5V','PIN02','TEST08.SOF','9021','/TESTPATH/PR14','4853',1
'POSEDGE','-3V','PIN01','TEST08.SOF',2096','/TESTPATH/PR01','4724',1
'NEGEDGE','-2V','PIN02','TEST08.SOF',2806','/TESTPATH/PR01','5540',2
'POSEDGE','-5V','PIN04','TEST15.SOF',2136','/TESTPATH/PR02',2748',2
'POSEDGE','-9V','PIN01','TEST20.SOF','9694','/TESTPATH/PR01','4499',2
'NEGEDGE','-3V','PIN04','TEST15.SOF',2510','???','9875',1
'POSEDGE','-5V','PIN02','TEST20.SOF','4388','???',2323',2
'POSEDGE','-3V','PIN02','TEST15.SOF',1708','/TESTPATH/PR01','4036',2
'POSEDGE','-3V','PIN04','TEST15.SOF',2995','/TESTPATH/PR02','7601',1
'NEGEDGE','-3V','PIN02','TEST15.SOF',1793','???',1627',2
'POSEDGE','-5V','PIN01','TEST01.SOF','5316','/TESTPATH/PR14','7011',1
'POSEDGE','-3V','PIN03','TEST15.SOF',2747','/TESTPATH/PR14','9931',2
'POSEDGE','-3V','PIN01','TEST20.SOF',2050','/TESTPATH/PR14','8836',2
'POSEDGE','-2V','PIN02','TEST15.SOF','8297','???','9621',2
'POSEDGE','-3V','PIN03','TEST20.SOF',1333','/TESTPATH/PR02','4633',2
'POSEDGE','-5V','PIN02','TEST08.SOF',1672','/TESTPATH/PR14','8669',2
'NEGEDGE','-5V','PIN03','TEST15.SOF','6359','/TESTPATH/PR14','8391',1
'NEGEDGE','-5V','PIN03','TEST01.SOF','9075','/TESTPATH/PR02','9770',2
'NEGEDGE','-3V','PIN04','TEST08.SOF','5458','/TESTPATH/PR01','3437',1
'NEGEDGE','-3V','PIN04','TEST20.SOF','9764','/TESTPATH/PR01','5394',1
'POSEDGE','-3V','PIN03','TEST08.SOF','7425','/TESTPATH/PR14','3811',1
'POSEDGE','-2V','PIN01','TEST15.SOF','5144','???','3185',2
'POSEDGE','-3V','PIN01','TEST01.SOF','6096','/TESTPATH/PR14','5852',2
'POSEDGE','-2V','PIN03','TEST01.SOF',2035','/TESTPATH/PR14','9030',2
'NEGEDGE','-2V','PIN04','TEST15.SOF','3161','/TESTPATH/PR14','9140',1
'NEGEDGE','-5V','PIN03','TEST20.SOF',1683','/TESTPATH/PR02','3758',2
'POSEDGE','-2V','PIN02','TEST20.SOF','7598','/TESTPATH/PR01','5999',2
'NEGEDGE','-5V','PIN04','TEST08.SOF','9808','/TESTPATH/PR14','7463',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','8327','???','7130',1
'NEGEDGE','-5V','PIN02','TEST01.SOF',1361','/TESTPATH/PR02','7891',1
'NEGEDGE','-3V','PIN01','TEST08.SOF','6023','???','9027',2
'POSEDGE','-5V','PIN01','TEST15.SOF',2657','/TESTPATH/PR14','7923',1
'POSEDGE','-3V','PIN03','TEST01.SOF',1382','/TESTPATH/PR01','6437',1
'NEGEDGE','-3V','PIN04','TEST01.SOF','6650','???','7411',1
'NEGEDGE','-9V','PIN01','TEST20.SOF',2647','/TESTPATH/PR01','8870',1
'NEGEDGE','-2V','PIN04','TEST08.SOF','4401','/TESTPATH/PR14','8382',1
'NEGEDGE','-5V','PIN01','TEST20.SOF',1958','/TESTPATH/PR02','7391',2
'NEGEDGE','-2V','PIN03','TEST15.SOF','7467','???',2712',1
'NEGEDGE','-9V','PIN03','TEST20.SOF','7411','/TESTPATH/PR01','5621',2
'NEGEDGE','-3V','PIN04','TEST15.SOF','4327','???','6141',2
'POSEDGE','-2V','PIN03','TEST08.SOF','3283','/TESTPATH/PR01','6626',1
'NEGEDGE','-9V','PIN03','TEST15.SOF','8665','/TESTPATH/PR14',1771',2
'POSEDGE','-2V','PIN01','TEST01.SOF','5266','/TESTPATH/PR02',2921',2
'POSEDGE','-3V','PIN01','TEST15.SOF','8410','/TESTPATH/PR02',1144',1
'POSEDGE','-9V','PIN03','TEST15.SOF','7005','???','3757',1
'NEGEDGE','-9V','PIN03','TEST15.SOF','9519','/TESTPATH/PR02','6485',2
'NEGEDGE','-2V','PIN03','TEST15.SOF',2412','/TESTPATH/PR14','7323',2
'NEGEDGE','-5V','PIN02','TEST01.SOF','8442','/TESTPATH/PR14','6408',1
'NEGEDGE','-5V','PIN04','TEST08.SOF',2322','/TESTPATH/PR01','7257',1
'NEGEDGE','-5V','PIN01','TEST15.SOF',1781','/TESTPATH/PR01','6909',1
'NEGEDGE','-9V','PIN04','TEST01.SOF','5271','/TESTPATH/PR14','3865',2
'POSEDGE','-3V','PIN01','TEST01.SOF',2529','/TESTPATH/PR14','7793',1
'POSEDGE','-2V','PIN03','TEST20.SOF','7021','???','7654',2
'NEGEDGE','-2V','PIN03','TEST15.SOF',1040','???','6737',1
'POSEDGE','-5V','PIN01','TEST01.SOF','8700','/TESTPATH/PR01','9103',1
'POSEDGE','-2V','PIN01','TEST01.SOF','3030','/TESTPATH/PR14','4874',1
'NEGEDGE','-9V','PIN04','TEST20.SOF',2102','/TESTPATH/PR02','4356',1
'POSEDGE','-5V','PIN04','TEST01.SOF','9170','/TESTPATH/PR02','5171',2
'POSEDGE','-9V','PIN03','TEST15.SOF','8564','???','8000',1
'NEGEDGE','-2V','PIN03','TEST01.SOF','7152','/TESTPATH/PR01','4698',1
'POSEDGE','-2V','PIN02','TEST20.SOF','4526','/TESTPATH/PR02','4931',2
'NEGEDGE','-2V','PIN03','TEST20.SOF',1713','/TESTPATH/PR02','6004',1
'POSEDGE','-2V','PIN02','TEST01.SOF','6510','???','9009',1
'POSEDGE','-3V','PIN03','TEST15.SOF',1252','???','9309',1
'POSEDGE','-5V','PIN04','TEST15.SOF','8422','/TESTPATH/PR01','8360',1
'NEGEDGE','-9V','PIN04','TEST01.SOF','3270','/TESTPATH/PR01','7660',1
'POSEDGE','-2V','PIN01','TEST20.SOF','8330','???',1614',1
'POSEDGE','-5V','PIN02','TEST01.SOF','6255','/TESTPATH/PR02','6133',2
'POSEDGE','-9V','PIN02','TEST20.SOF',1506','/TESTPATH/PR02','8466',2
'POSEDGE','-9V','PIN01','TEST01.SOF','7149','???','6371',1
'POSEDGE','-5V','PIN03','TEST08.SOF','9513','/TESTPATH/PR01','7256',2
'POSEDGE','-2V','PIN04','TEST08.SOF',1898','/TESTPATH/PR14',1028',2
'NEGEDGE','-5V','PIN03','TEST15.SOF',2709','???',1101',1
'POSEDGE','-5V','PIN01','TEST01.SOF','4138','/TESTPATH/PR01','4899',1
'POSEDGE','-2V','PIN02','TEST20.SOF','5274','/TESTPATH/PR01','9319',2
'NEGEDGE','-5V','PIN03','TEST15.SOF','6081','/TESTPATH/PR01',1375',1
'NEGEDGE','-2V','PIN03','TEST01.SOF','3581','???','4324',1
'NEGEDGE','-5V','PIN03','TEST15.SOF',2252','/TESTPATH/PR01',1817',2
'NEGEDGE','-5V','PIN01','TEST15.SOF','9385','/TESTPATH/PR14',1125',1
'NEGEDGE','-2V','PIN04','TEST08.SOF','3940','???',1236',2
'POSEDGE','-5V','PIN03','TEST20.SOF','4099','???','7531',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','6805','/TESTPATH/PR14','3829',1
'POSEDGE','-5V','PIN01','TEST20.SOF',2631','/TESTPATH/PR02','5181',1
'NEGEDGE','-3V','PIN02','TEST01.SOF',1993','/TESTPATH/PR02','8093',2
'NEGEDGE','-9V','PIN03','TEST08.SOF',2367','/TESTPATH/PR01','9646',1
'NEGEDGE','-3V','PIN02','TEST15.SOF','4538','???','9625',2
'NEGEDGE','-9V','PIN02','TEST01.SOF','8276','???','5853',2
'NEGEDGE','-3V','PIN03','TEST08.SOF','6071','/TESTPATH/PR01',2564',2
'POSEDGE','-5V','PIN02','TEST15.SOF','4885','/TESTPATH/PR02','5150',1
'NEGEDGE','-9V','PIN01','TEST15.SOF',2083','/TESTPATH/PR01','4137',1
'NEGEDGE','-5V','PIN02','TEST01.SOF',1430','/TESTPATH/PR01','5364',1
'NEGEDGE','-3V','PIN04','TEST08.SOF','3413','/TESTPATH/PR01','8724',1
'POSEDGE','-9V','PIN03','TEST20.SOF','9751','/TESTPATH/PR14','4199',2
'POSEDGE','-9V','PIN01','TEST01.SOF',1337','/TESTPATH/PR14','3550',2
'POSEDGE','-9V','PIN02','TEST20.SOF',1257','/TESTPATH/PR02','7030',1
'NEGEDGE','-9V','PIN01','TEST01.SOF','3210','/TESTPATH/PR01',2289',1
'NEGEDGE','-2V','PIN01','TEST01.SOF',2400','/TESTPATH/PR01','6537',2
'POSEDGE','-3V','PIN04','TEST08.SOF','4582','???','9120',1
'POSEDGE','-3V','PIN04','TEST15.SOF','3372','/TESTPATH/PR02','8349',2
'POSEDGE','-5V','PIN02','TEST01.SOF','9063','/TESTPATH/PR02',1985',1
'NEGEDGE','-5V','PIN04','TEST20.SOF','3524','/TESTPATH/PR14','8381',2
'NEGEDGE','-9V','PIN03','TEST15.SOF','6723','/TESTPATH/PR14','9631',2
'POSEDGE','-3V','PIN03','TEST01.SOF','4204','/TESTPATH/PR01',1642',1
'POSEDGE','-2V','PIN01','TEST08.SOF','8503','???','7064',1
'POSEDGE','-5V','PIN02','TEST15.SOF','9703','/TESTPATH/PR01','6954',2
'POSEDGE','-9V','PIN01','TEST15.SOF','3821','/TESTPATH/PR02',2528',2
'POSEDGE','-5V','PIN02','TEST20.SOF','4696','/TESTPATH/PR14','7220',1
'POSEDGE','-2V','PIN04','TEST15.SOF','8248','/TESTPATH/PR02','9507',1
'POSEDGE','-3V','PIN01','TEST08.SOF','5772','/TESTPATH/PR01','3985',2
'POSEDGE','-3V','PIN03','TEST01.SOF','6122','/TESTPATH/PR14','9800',2
'NEGEDGE','-9V','PIN01','TEST01.SOF','9653','???','7825',2
'NEGEDGE','-2V','PIN02','TEST01.SOF','5674','???','4728',1
'POSEDGE','-3V','PIN01','TEST01.SOF',1662','???','4221',1
'POSEDGE','-5V','PIN03','TEST15.SOF',1099','/TESTPATH/PR02','8951',2
'NEGEDGE','-2V','PIN01','TEST20.SOF','9077','/TESTPATH/PR14',2897',1
'POSEDGE','-5V','PIN04','TEST08.SOF','7246','???','3446',1
'NEGEDGE','-9V','PIN04','TEST08.SOF','9966','/TESTPATH/PR01','8808',1
'POSEDGE','-3V','PIN04','TEST15.SOF',2867','/TESTPATH/PR02','5094',2
'POSEDGE','-9V','PIN03','TEST01.SOF','8945','???',1279',1
'NEGEDGE','-9V','PIN04','TEST01.SOF','6219','/TESTPATH/PR14','7835',2
'POSEDGE','-3V','PIN03','TEST08.SOF','8838','???','4204',2
'POSEDGE','-2V','PIN03','TEST08.SOF',1856','/TESTPATH/PR14','7848',1
'NEGEDGE','-5V','PIN04','TEST15.SOF','8139','/TESTPATH/PR14',2989',1
'NEGEDGE','-3V','PIN04','TEST08.SOF','6248','/TESTPATH/PR02',2813',1
'POSEDGE','-2V','PIN02','TEST20.SOF',1691','/TESTPATH/PR01',1706',2
'NEGEDGE','-9V','PIN03','TEST20.SOF','7083','???','8096',2
'POSEDGE','-9V','PIN04','TEST15.SOF','8467','/TESTPATH/PR01','5228',2
'POSEDGE','-9V','PIN02','TEST08.SOF','3194','???',2289',2
'POSEDGE','-9V','PIN03','TEST15.SOF','6037','/TESTPATH/PR02','6752',1
'POSEDGE','-9V','PIN01','TEST20.SOF','7586','/TESTPATH/PR02','8699',1
'NEGEDGE','-9V','PIN01','TEST15.SOF','5922','/TESTPATH/PR01','9106',1
'POSEDGE','-3V','PIN04','TEST20.SOF','4294','/TESTPATH/PR01','8454',1
'NEGEDGE','-9V','PIN04','TEST15.SOF','5579','???','4212',2
'POSEDGE','-3V','PIN02','TEST15.SOF',1138','/TESTPATH/PR01','5615',1
'NEGEDGE','-3V','PIN02','TEST20.SOF',1923','/TESTPATH/PR02','8643',2
'POSEDGE','-5V','PIN04','TEST08.SOF','4907','/TESTPATH/PR14','9705',2
'NEGEDGE','-3V','PIN01','TEST15.SOF','9303','/TESTPATH/PR02','3635',1
'NEGEDGE','-5V','PIN03','TEST01.SOF',2225','???',1291',2
'POSEDGE','-5V','PIN01','TEST15.SOF',2996','/TESTPATH/PR01','8844',2
'NEGEDGE','-5V','PIN04','TEST20.SOF','4053','/TESTPATH/PR14','9669',1
'POSEDGE','-5V','PIN04','TEST15.SOF','7638','???','9696',2
'NEGEDGE','-2V','PIN01','TEST20.SOF','4711','/TESTPATH/PR01','4684',1
'POSEDGE','-2V','PIN03','TEST08.SOF',1121','???',2507',2
'NEGEDGE','-3V','PIN04','TEST08.SOF',2154','???','3635',1
'POSEDGE','-9V','PIN03','TEST15.SOF','7510','/TESTPATH/PR02','6686',2
'POSEDGE','-2V','PIN01','TEST15.SOF','3462','/TESTPATH/PR01','3714',2
'NEGEDGE','-9V','PIN04','TEST20.SOF','7028','/TESTPATH/PR01','5139',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','4556','/TESTPATH/PR14','7877',2
'POSEDGE','-3V','PIN03','TEST20.SOF','9455','???','7449',1
'NEGEDGE','-2V','PIN03','TEST15.SOF',2173','/TESTPATH/PR01',1216',1
'POSEDGE','-9V','PIN02','TEST01.SOF','9391','???','3885',1
'NEGEDGE','-3V','PIN02','TEST15.SOF','7971','???','8053',1
'POSEDGE','-2V','PIN01','TEST01.SOF','8238','/TESTPATH/PR02','4510',1
'POSEDGE','-9V','PIN02','TEST08.SOF','8778','/TESTPATH/PR01','4527',1
'POSEDGE','-3V','PIN04','TEST20.SOF','9779','???','9621',1
'POSEDGE','-3V','PIN01','TEST20.SOF','6908','???','9000',1
'POSEDGE','-3V','PIN04','TEST08.SOF','3488','???',1677',2
'NEGEDGE','-5V','PIN03','TEST20.SOF','9396','/TESTPATH/PR01','4680',1
'POSEDGE','-2V','PIN02','TEST20.SOF','5712','/TESTPATH/PR14',1737',2
'POSEDGE','-2V','PIN01','TEST01.SOF',2704','???','8623',1
'NEGEDGE','-9V','PIN01','TEST08.SOF',2151','/TESTPATH/PR01','9945',2
'NEGEDGE','-3V','PIN01','TEST01.SOF','9659','???','9948',2
'POSEDGE','-3V','PIN04','TEST20.SOF',2056','/TESTPATH/PR02','7774',1
'POSEDGE','-3V','PIN03','TEST15.SOF','6430','/TESTPATH/PR02','5611',2
'POSEDGE','-3V','PIN02','TEST01.SOF',1765','/TESTPATH/PR14',2402',1
'POSEDGE','-9V','PIN01','TEST15.SOF','9468','/TESTPATH/PR14',1742',2
'POSEDGE','-3V','PIN02','TEST01.SOF',2013','/TESTPATH/PR02',2852',1
'NEGEDGE','-2V','PIN02','TEST20.SOF','5442','/TESTPATH/PR01','4332',1
'POSEDGE','-2V','PIN03','TEST20.SOF','9915','/TESTPATH/PR01','7730',1
'POSEDGE','-3V','PIN04','TEST01.SOF','8753','???','4208',2
'NEGEDGE','-9V','PIN01','TEST20.SOF',1498','/TESTPATH/PR02',2794',1
'POSEDGE','-3V','PIN02','TEST20.SOF','7925','/TESTPATH/PR14',1580',1
'POSEDGE','-5V','PIN03','TEST20.SOF','8084','/TESTPATH/PR02','6630',1
'NEGEDGE','-2V','PIN04','TEST15.SOF','9895','/TESTPATH/PR02',1421',1
'POSEDGE','-3V','PIN01','TEST20.SOF','8734','/TESTPATH/PR02','4456',1
'POSEDGE','-5V','PIN01','TEST08.SOF',2756','???','7340',2
'NEGEDGE','-9V','PIN01','TEST15.SOF','3619','/TESTPATH/PR01','3049',1
'NEGEDGE','-9V','PIN03','TEST01.SOF','6296','/TESTPATH/PR01','3195',1
'POSEDGE','-5V','PIN04','TEST01.SOF',2938','/TESTPATH/PR01',2504',1
'NEGEDGE','-5V','PIN03','TEST15.SOF','4013','/TESTPATH/PR02',1064',2
'POSEDGE','-9V','PIN01','TEST08.SOF',1221','/TESTPATH/PR14','8787',1
'POSEDGE','-9V','PIN01','TEST20.SOF','4855','/TESTPATH/PR14',2306',1
'POSEDGE','-2V','PIN02','TEST20.SOF','5725','???','8409',2
'POSEDGE','-5V','PIN02','TEST20.SOF',1213','/TESTPATH/PR14','7219',1
'POSEDGE','-2V','PIN01','TEST15.SOF',1467','/TESTPATH/PR02','7577',2
